Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
140578,Passionate Marriage: Keeping Love and Intimacy Alive in Committed Relationships,David Schnarch,"Schnarch, David",,"=""0805058265""","=""9780805058260""",0,4.15,Holt Paperbacks,Paperback,432,1998,1997,,2025/12/06,to-read,to-read (#580),to-read,,,,0,0
36373300,"The Wild Woman's Way: Unlock Your Full Potential for Pleasure, Power, and Fulfillment",Michaela Boehm,"Boehm, Michaela",,"=""1501179888""","=""9781501179884""",0,4.04,Atria/Enliven Books,Hardcover,256,2018,2018,,2025/12/06,to-read,to-read (#579),to-read,,,,0,0
58772692,"From the Core: A New Masculine Paradigm for Leading with Love, Living Your Truth, and Healing the World",John Wineland,"Wineland, John",,"=""1683649109""","=""9781683649106""",0,4.41,St. Martin's Essentials / Sounds True,Paperback,224,2022,,,2025/12/06,to-read,to-read (#578),to-read,,,,0,0
10097525,Trauma and the Avoidant Client: Attachment-Based Strategies for Healing (Norton Professional Books (Hardcover)),Robert T. Muller,"Muller, Robert T.",,"=""0393706966""","=""9780393706963""",0,4.33,W. W. Norton & Company,Kindle Edition,217,2010,2010,,2025/12/05,to-read,to-read (#577),to-read,,,,0,0
181109969,Secure Relating: Holding Your Own in an Insecure World,Sue Marriott,"Marriott, Sue",Ann Kelley,"=""0063334550""","=""9780063334557""",0,4.46,Harper,Hardcover,352,2024,,,2025/12/05,to-read,to-read (#576),to-read,,,,0,0
251356,Bad Behavior,Mary Gaitskill,"Gaitskill, Mary",,"=""""","=""""",0,3.87,Vintage Books USA,Paperback,208,1989,1988,,2025/11/16,to-read,to-read (#575),to-read,,,,0,0
26531469,Attachment Disturbances in Adults: Treatment for Comprehensive Repair,Daniel P. Brown,"Brown, Daniel P.",David S. Elliott,"=""0393711528""","=""9780393711523""",0,4.52,W. W. Norton & Company,Hardcover,752,2016,2016,,2025/11/04,to-read,to-read (#574),to-read,,,,0,0
37677,The Call of the Wild / White Fang,Jack London,"London, Jack",,"=""1587263890""","=""9781587263897""",5,4.12,Ann Arbor Media,Hardcover,292,2006,1903,,2012/10/06,,,read,,,,1,0
849380,The Seven Principles for Making Marriage Work: A Practical Guide from the Country's Foremost Relationship Expert,John M. Gottman,"Gottman, John M.",Nan Silver,"=""0609805797""","=""9780609805794""",0,4.26,Harmony,Paperback,271,1999,1999,,2025/10/30,to-read,to-read (#573),to-read,,,,0,0
8130077,The Screwtape Letters,C.S. Lewis,"Lewis, C.S.",,"=""""","=""""",0,4.27,HarperCollins e-books,Kindle Edition,222,2009,1942,,2025/10/27,to-read,to-read (#572),to-read,,,,0,0
35519,The Power of Myth,Joseph Campbell,"Campbell, Joseph",Bill Moyers,"=""0385418868""","=""9780385418867""",0,4.26,Anchor,Paperback,293,1988,1988,,2025/10/20,to-read,to-read (#571),to-read,,,,0,0
26312997,Peak: Secrets from the New Science of Expertise,K. Anders Ericsson,"Ericsson, K. Anders",Robert Pool,"=""0544456254""","=""9780544456259""",0,4.20,HarperOne,ebook,336,2016,2016,,2025/10/19,to-read,to-read (#570),to-read,,,,0,0
68984,The Power of Your Subconscious Mind,Joseph Murphy,"Murphy, Joseph",Ian McMahon,"=""0553583182""","=""9780553583182""",0,4.06,Bantam,Mass Market Paperback,304,2001,1963,,2025/10/19,to-read,to-read (#569),to-read,,,,0,0
76334,A New Earth: Awakening to Your Life's Purpose,Eckhart Tolle,"Tolle, Eckhart",,"=""0452287588""","=""9780452287587""",0,4.16,Plume,Paperback,316,2006,2005,,2025/10/19,to-read,to-read (#568),to-read,,,,0,0
248240,The Ultimate Guide to Cunnilingus: How to Go Down on a Woman and Give Her Exquisite Pleasure,Violet Blue,"Blue, Violet",,"=""1573441449""","=""9781573441445""",0,3.98,Cleis Press,Paperback,150,2002,2002,,2025/10/19,to-read,to-read (#567),to-read,,,,0,0
187634,Love Is Letting Go of Fear,Gerald G. Jampolsky,"Jampolsky, Gerald G.",Hugh Prather,"=""1587611961""","=""9781587611964""",0,4.14,Celestial Arts,Paperback,152,2004,1979,,2025/10/19,to-read,to-read (#566),to-read,,,,0,0
610350,"When Heaven Weeps (Martyr's Song, #2)",Ted Dekker,"Dekker, Ted",,"=""084994516X""","=""9780849945168""",0,4.25,Thomas Nelson,Paperback,384,2005,2001,,2025/10/19,to-read,to-read (#565),to-read,,,,0,0
135146,Living with Joy: Keys to Personal Power and Spiritual Transformation,Sanaya Roman,"Roman, Sanaya",,"=""0915811030""","=""9780915811038""",0,4.45,HJ Kramer,Paperback,195,1992,1986,,2025/10/19,to-read,to-read (#564),to-read,,,,0,0
639864,Autobiography of a Yogi,Paramahansa Yogananda,"Yogananda, Paramahansa",,"=""0876120834""","=""9780876120835""",0,4.25,Self-Realization Fellowship,Paperback,503,2000,1946,,2025/10/19,to-read,to-read (#563),to-read,,,,0,0
6622,"Life Is Hard, Food Is Easy: The 5-Step Plan to Overcome Emotional Eating and Lose Weight on Any Diet",Linda Spangle,"Spangle, Linda",,"=""0895261456""","=""9780895261458""",0,3.78,Fisical_Book,Library Binding,256,2002,2002,,2025/10/19,to-read,to-read (#562),to-read,,,,0,0
22328,Neuromancer (Sprawl #1),William Gibson,"Gibson, William",,"=""""","=""""",4,3.89,Ace Books,Mass Market Paperback,271,1985,1984,,2012/10/06,,,read,,,,1,0
214268997,Tiny Experiments: How to Live Freely in a Goal-Obsessed World,Anne-Laure Le Cunff,"Cunff, Anne-Laure Le",,"=""0593715136""","=""9780593715130""",0,4.03,Avery,Hardcover,304,2025,2025,,2025/10/03,to-read,to-read (#561),to-read,,,,0,0
123190485,A Blue Ribbon Romance (Cambric Creek #1.5),C.M. Nascosta,"Nascosta, C.M.",,"=""""","=""""",0,3.76,Meduas Editoriale,Kindle Edition,266,2023,2023,,2025/09/26,to-read,to-read (#560),to-read,,,,0,0
608287,Jesus’ Son,Denis Johnson,"Johnson, Denis",,"=""0060975776""","=""9780060975777""",0,4.12,Perennial,Mass Market Paperback,160,1993,1992,,2025/09/25,to-read,to-read (#559),to-read,,,,0,0
33253215,The Heart's Invisible Furies,John Boyne,"Boyne, John",,"=""""","=""""",0,4.51,Hogarth Press,Hardcover,582,2017,2017,,2025/09/25,to-read,to-read (#558),to-read,,,,0,0
38212108,The Hebrew Bible: A Translation with Commentary (3 Volumes),Robert Alter,"Alter, Robert",,"=""0393292495""","=""9780393292497""",0,4.75,W. W. Norton & Company,Hardcover,3132,2018,2018,,2025/09/21,to-read,to-read (#557),to-read,,,,0,0
36365397,The New Testament: A Translation,David Bentley Hart,"Hart, David Bentley",,"=""0300188498""","=""9780300188493""",0,4.56,Yale University Press,Kindle Edition,616,2017,2017,,2025/05/28,currently-reading,currently-reading (#1),currently-reading,,,,1,0
530903,In Search of the Miraculous: Fragments of an Unknown Teaching,P.D. Ouspensky,"Ouspensky, P.D.",Marianne Williamson,"=""0156007460""","=""9780156007467""",0,4.07,Harper Paperbacks,Paperback,399,2001,1947,,2024/10/07,stopped-reading,stopped-reading (#36),stopped-reading,,,,1,0
341631,"After the Ecstasy, the Laundry: How the Heart Grows Wise on the Spiritual Path",Jack Kornfield,"Kornfield, Jack",,"=""0553378295""","=""9780553378290""",5,4.11,Bantam,Paperback,336,2001,2000,,2022/12/03,,,read,"Josh you should reread this one. Good chapters to trigger nondualism and how a more realized individual comes to sit in society after decades of practice. As somebody who had fear of going too far down the Buddhist path without hearing how integration can be after, this book definitely put me at ease, especially because jack pretty much said that after long solitude the final step in Buddhism comes with community integration, both as a way to benefit your world and because you can’t really know how enlightened you are until youre around others. ",,,1,0
12287209,"Wool (Wool, #1)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",5,4.14,Broad Reach,Kindle Edition,56,2011,2011,,2015/12/06,,,read,,,,1,0
36817108,Saving Central Park: A History and a Memoir,Elizabeth Barlow Rogers,"Rogers, Elizabeth Barlow",,"=""1524733563""","=""9781524733568""",0,3.36,Knopf,Kindle Edition,296,2018,2018,,2025/09/14,to-read,to-read (#556),to-read,,,,0,0
59926435,America against America,Wang Huning,"Huning, Wang",ZHOU QI,"=""""","=""""",0,3.88,,Kindle Edition,695,2021,1991,,2025/08/29,to-read,to-read (#555),to-read,,,,0,0
42291479,The Extended Mind: The Power of Thinking Outside the Brain,Annie Murphy Paul,"Paul, Annie Murphy",,"=""0544947584""","=""9780544947580""",0,4.03,Mariner Books,Kindle Edition,352,2021,2021,,2025/08/27,to-read,to-read (#554),to-read,,,,0,0
233234,Jung's Map of the Soul: An Introduction,Murray B. Stein,"Stein, Murray B.",,"=""0812693760""","=""9780812693768""",0,4.25,Open Court,Paperback,192,1998,1998,,2025/08/09,to-read,to-read (#553),to-read,,,,0,0
589278,He: Understanding Masculine Psychology,Robert A. Johnson,"Johnson, Robert A.",,"=""0060963964""","=""9780060963965""",0,4.03,Harper Perennial,Paperback,83,1989,1974,,2025/07/29,to-read,to-read (#552),to-read,,,,0,0
9544,Owning Your Own Shadow: Understanding the Dark Side of the Psyche,Robert A. Johnson,"Johnson, Robert A.",,"=""0062507540""","=""9780062507549""",0,3.98,HarperSanFrancisco,Paperback,118,1994,1991,,2025/07/29,to-read,to-read (#551),to-read,,,,0,0
110050,We: Understanding the Psychology of Romantic Love,Robert A. Johnson,"Johnson, Robert A.",,"=""0062504363""","=""9780062504364""",0,4.20,HarperOne,Paperback,204,2009,1945,,2025/07/28,to-read,to-read (#550),to-read,,,,0,0
214614,Desert Solitaire,Edward Abbey,"Abbey, Edward",,"=""0345326490""","=""9780345326492""",0,4.18,Ballantine Books,Mass Market Paperback,337,1971,1968,,2025/07/24,to-read,to-read (#549),to-read,,,,0,0
25159550,An Everyone Culture: Becoming a Deliberately Developmental Organization,Robert Kegan,"Kegan, Robert","Lisa Laskow Lahey, Matthew L Miller, Andy Fleming, Deborah Helsing","=""1625278624""","=""9781625278623""",0,3.95,Harvard Business Review Press,Hardcover,336,2016,2016,,2025/07/15,to-read,to-read (#548),to-read,,,,0,0
20787425,Reinventing Organizations: A Guide to Creating Organizations Inspired by the Next Stage of Human Consciousness,Frederic Laloux,"Laloux, Frederic",Ken Wilber,"=""2960133528""","=""9782960133523""",0,4.21,Nelson Parker,Kindle Edition,382,2014,2014,,2025/07/15,to-read,to-read (#547),to-read,,,,0,0
23992445,The Wild Edge of Sorrow: Rituals of Renewal and the Sacred Work of Grief,Francis Weller,"Weller, Francis",Michael Lerner,"=""1583949755""","=""9781583949757""",0,4.37,North Atlantic Books,ebook,224,2015,2015,,2025/07/15,to-read,to-read (#546),to-read,,,,0,0
563047,The Spirit of Intimacy: Ancient African Teachings in the Ways of Relationships,Sobonfu E. Somé,"Somé, Sobonfu E.",,"=""0688175791""","=""9780688175795""",0,4.38,William Morrow Paperbacks,Paperback,160,2000,1997,,2025/07/15,to-read,to-read (#545),to-read,,,,0,0
197473,Doing Nothing: Coming to the End of the Spiritual Search (reprint),Steven Harrison,"Harrison, Steven",,"=""1585421723""","=""9781585421725""",0,3.97,Tarcher,Paperback,144,2002,1997,,2025/07/15,to-read,to-read (#544),to-read,,,,0,0
166997,Stoner,John  Williams,"Williams, John",John McGahern,"=""1590171993""","=""9781590171998""",0,4.35,New York Review Books,Paperback,292,2006,1965,,2025/07/06,to-read,to-read (#543),to-read,,,,0,0
48924328,Hero Maker: 12 Weeks to Superhero Fit: A Hollywood Trainer's REAL Guide to Getting the Body You've Always Wanted,Duffy Gaver,"Gaver, Duffy",,"=""1250096642""","=""9781250096647""",0,3.78,St. Martin's Griffin,Kindle Edition,218,2020,,,2025/06/28,to-read,to-read (#542),to-read,,,,0,0
647610,Between God and Man: An Interpretation of Judaism,Abraham Joshua Heschel,"Heschel, Abraham Joshua",,"=""068483331X""","=""9780684833316""",0,4.39,Free Press,Paperback,304,1997,1965,,2025/06/24,to-read,to-read (#541),to-read,,,,0,0
30781430,Listen: Five Simple Tools to Meet Your Everyday Parenting Challenges,Patty Wipfler,"Wipfler, Patty",Tosha Schore,"=""0997459301""","=""9780997459302""",0,4.35,Hand in Hand Parenting,Paperback,356,2016,2016,,2025/06/14,to-read,to-read (#540),to-read,,,,0,0
17365314,The Salamanca School,André Azevedo Alves,"Alves, André Azevedo",Jose Moreira,"=""1441177795""","=""9781441177797""",0,4.25,Bloomsbury Academic,Paperback,168,2013,2008,,2025/06/05,to-read,to-read (#539),to-read,,,,0,0
2708999,A Daoist Theory of Chinese Thought: A Philosophical Interpretation,Chad Hansen,"Hansen, Chad",,"=""0195134192""","=""9780195134193""",0,4.30,Oxford University Press,Paperback,464,2000,1992,,2025/06/05,to-read,to-read (#538),to-read,,,,0,0
885048,The God of the Machine (Library of Conservative Thought),Isabel Paterson,"Paterson, Isabel",Stephen Cox,"=""1560006668""","=""9781560006664""",0,4.05,Routledge,Paperback,366,1993,1943,,2025/06/05,to-read,to-read (#537),to-read,,,,0,0
52090,Eichmann in Jerusalem: A Report on the Banality of Evil,Hannah Arendt,"Arendt, Hannah",,"=""""","=""""",0,4.20,Penguin Classics,Paperback,312,2006,1963,,2025/06/05,to-read,to-read (#536),to-read,,,,0,0
573003,How Children Learn (Classics in Child Development),John C. Holt,"Holt, John C.",,"=""0201484048""","=""9780201484045""",0,4.18,Da Capo Lifelong Books,Paperback,320,1995,1967,,2025/06/05,to-read,to-read (#535),to-read,,,,0,0
71730,Nonviolent Communication: A Language of Life,Marshall B. Rosenberg,"Rosenberg, Marshall B.",Arun Gandhi,"=""1892005034""","=""9781892005038""",0,4.33,Puddledancer Press,Paperback,220,2003,1999,,2025/06/05,to-read,to-read (#534),to-read,,,,0,0
79352,Six Pillars of Self-Esteem,Nathaniel Branden,"Branden, Nathaniel",,"=""0553374397""","=""9780553374391""",0,4.12,Bantam,Paperback,341,1995,1994,,2025/06/05,to-read,to-read (#533),to-read,,,,0,0
214151981,"Doctored: Fraud, Arrogance, and Tragedy in the Quest to Cure Alzheimer's",Charles Piller,"Piller, Charles",,"=""1668031248""","=""9781668031247""",0,3.94,Atria/One Signal Publishers,Hardcover,352,2025,,,2025/05/28,to-read,to-read (#532),to-read,,,,0,0
25097533,Job's Body: A Handbook for Bodywork,Deane Juhan,"Juhan, Deane",,"=""""","=""""",0,4.41,"Barrytown/Station Hill Press, Inc.",Kindle Edition,484,2015,1987,,2019/09/08,"skimmed, stopped-reading","skimmed (#3), stopped-reading (#35)",stopped-reading,,,,2,0
12505,The Idiot,Fyodor Dostoevsky,"Dostoevsky, Fyodor","Anna Brailovsky, Joseph Frank, Constance Garnett","=""0679642420""","=""9780679642428""",0,4.21,Modern Library,Paperback,667,2003,1869,,2023/05/17,stopped-reading,stopped-reading (#34),stopped-reading,,,,1,0
2547,The Prophet,Kahlil Gibran,"Gibran, Kahlil",,"=""000100039X""","=""9780001000391""",4,4.23,Rupa & Co,Paperback,127,2003,1923,,2025/03/06,,,read,Fairly dank but kind of preachy too. Felt like a thin edifice over a sermon,,,1,0
29938407,The Four Loves,C.S. Lewis,"Lewis, C.S.",,"=""0062565397""","=""9780062565396""",0,4.16,HarperOne,Paperback,192,2017,1960,,2025/05/12,to-read,to-read (#531),to-read,,,,0,0
7096867,The Magic Glasses,Frank  Harris,"Harris, Frank",,"=""1409937046""","=""9781409937043""",0,4.23,Dodo Pr,Paperback,48,2008,2008,,2025/05/11,to-read,to-read (#530),to-read,,,,0,0
56913172,The Minimalist Entrepreneur: How Great Founders Do More with Less,Sahil Lavingia,"Lavingia, Sahil",,"=""0593192397""","=""9780593192399""",0,4.20,Portfolio,Hardcover,256,2021,2021,,2025/05/09,to-read,to-read (#529),to-read,,,,0,0
26046333,Designing Your Life: Build a Life that Works for You,Bill Burnett,"Burnett, Bill",Dave      Evans,"=""1784740241""","=""9781784740245""",0,3.90,Chatto & Windus,Paperback,240,2013,2016,,2025/05/03,to-read,to-read (#528),to-read,,,,0,0
223436601,"Careless People: A Cautionary Tale of Power, Greed, and Lost Idealism",Sarah Wynn-Williams,"Wynn-Williams, Sarah",,"=""1250391237""","=""9781250391230""",0,4.16,Flatiron Books,Hardcover,382,2025,2025,,2025/04/24,to-read,to-read (#527),to-read,,,,0,0
551866,I and Thou,Martin Buber,"Buber, Martin",Walter Kaufmann,"=""0684717255""","=""9780684717258""",0,4.07,Charles Scribner's Sons (NY),Paperback,185,1971,1923,,2025/04/21,to-read,to-read (#526),to-read,,,,0,0
25667449,The Lonely City: Adventures in the Art of Being Alone,Olivia Laing,"Laing, Olivia",,"=""1250039576""","=""9781250039576""",0,3.92,Picador,Hardcover,336,2016,2016,,2025/04/21,to-read,to-read (#525),to-read,,,,0,0
42201387,Superpower: One Man's Quest to Transform American Energy,Russell Gold,"Gold, Russell",,"=""1501163582""","=""9781501163586""",0,4.25,Simon & Schuster,Hardcover,336,2019,,,2025/04/20,to-read,to-read (#524),to-read,,,,0,0
83262,The Masnavi: Book One,Jalal ad-Din Muhammad ar-Rumi,"ar-Rumi, Jalal ad-Din Muhammad",Jawid Mojaddedi,"=""0192804383""","=""9780192804389""",0,4.42,Oxford University Press,Paperback,304,2008,1270,,2025/04/17,to-read,to-read (#523),to-read,,,,0,0
209352553,Reignition: Transforming Stuck Startups into Breakout Winners,Dave Hersh,"Hersh, Dave",,"=""1639090355""","=""9781639090358""",0,4.18,An Inc. Original,Kindle Edition,245,2024,,,2025/04/09,to-read,to-read (#522),to-read,,,,0,0
6261332,Shop Class as Soulcraft: An Inquiry Into the Value of Work,Matthew B. Crawford,"Crawford, Matthew B.",,"=""1594202230""","=""9781594202230""",0,3.74,"Penguin Press HC, The",Hardcover,241,2009,2009,,2025/03/30,to-read,to-read (#521),to-read,,,,0,0
50776459,Shape Up: Stop Running in Circles and Ship Work that Matters,Ryan Singer,"Singer, Ryan",Jason Fried,"=""""","=""""",0,4.26,Basecamp,ebook,133,2019,2019,,2025/03/30,to-read,to-read (#520),to-read,,,,0,0
15787,A Sideways Look at Time,Jay Griffiths,"Griffiths, Jay",,"=""1585423068""","=""9781585423064""",0,3.72,Tarcher,Paperback,403,2004,1999,,2025/03/28,to-read,to-read (#519),to-read,,,,0,0
1361651,Seven Interpretive Essays on Peruvian Reality,José Carlos Mariátegui,"Mariátegui, José Carlos",,"=""0292775172""","=""9780292775176""",0,4.13,Univ of Texas Press,Paperback,328,1988,1928,,2025/03/28,to-read,to-read (#518),to-read,,,,0,0
1356418,The Angels Knocking on the Tavern Door: Thirty Poems of Hafez,Hafez,"Hafez, Hafez","Leonard Lewisohn, Robert  Bly","=""0061138835""","=""9780061138836""",0,4.09,Harper,Hardcover,114,2008,2008,,2025/03/23,to-read,to-read (#517),to-read,,,,0,0
192411,The Monk and the Philosopher: A Father and Son Discuss the Meaning of Life,Jean-François Revel,"Revel, Jean-François",Matthieu Ricard,"=""0805211039""","=""9780805211030""",0,4.14,Schocken,Paperback,384,2000,1997,,2025/03/23,to-read,to-read (#516),to-read,,,,0,0
127289,Selected Writings,Meister Eckhart,"Eckhart, Meister",,"=""0140433430""","=""9780140433432""",0,4.24,"Penguin Boks, Inc,1994",Paperback,293,1994,1941,,2025/03/23,to-read,to-read (#515),to-read,,,,0,0
52029,A Land of Two Peoples: Martin Buber on Jews and Arabs,Martin Buber,"Buber, Martin",Paul Mendes-Flohr,"=""0226078027""","=""9780226078021""",0,4.37,University of Chicago Press,Paperback,342,2005,,,2025/03/17,to-read,to-read (#514),to-read,,,,0,0
37794149,"A Memory Called Empire (Teixcalaan, #1)",Arkady Martine,"Martine, Arkady",,"=""1529001587""","=""9781529001587""",0,4.11,Tor,Paperback,448,2019,2019,,2025/02/12,to-read,to-read (#513),to-read,,,,0,0
3559,From Beirut to Jerusalem,Thomas L. Friedman,"Friedman, Thomas L.",,"=""0385413726""","=""9780385413725""",0,4.15,Anchor,Paperback,541,1995,1989,,2025/02/06,to-read,to-read (#512),to-read,,,,0,0
213395473,Open Socrates: The Case for a Philosophical Life,Agnes Callard,"Callard, Agnes",,"=""1631498460""","=""9781631498466""",0,3.90,W. W. Norton & Company,Hardcover,416,2025,2025,,2025/01/21,to-read,to-read (#511),to-read,,,,0,0
7937744,"Surface Detail (Culture, #9)",Iain M. Banks,"Banks, Iain M.",,"=""0316123404""","=""9780316123402""",0,4.27,Orbit/Hachette Book Group ,Hardcover,627,2010,2010,,2025/01/19,to-read,to-read (#510),to-read,,,,0,0
12543,Bird by Bird,Anne Lamott,"Lamott, Anne",,"=""""","=""""",0,4.24,Anchor,Paperback,238,1995,1994,,2025/01/14,to-read,to-read (#509),to-read,,,,0,0
2314780,Essays on Woman: 002;Collected Works of Edith Stein,Edith Stein,"Stein, Edith",,"=""0935216081""","=""9780935216080""",0,4.42,Ics Pubns,Paperback,290,1986,1986,,2025/01/14,to-read,to-read (#508),to-read,,,,0,0
51650768,The Disappearance of Rituals: A Topology of the Present,Byung-Chul Han,"Han, Byung-Chul",Daniel Steuer,"=""1509542752""","=""9781509542758""",0,4.00,Polity,Hardcover,186,2020,2019,,2025/01/04,to-read,to-read (#507),to-read,,,,0,0
139400713,Martyr!,Kaveh Akbar,"Akbar, Kaveh",,"=""0593537610""","=""9780593537619""",0,4.17,Knopf,Hardcover,331,2024,2024,,2024/12/30,to-read,to-read (#506),to-read,,,,0,0
406639,Interior Castle,Teresa de Ávila,"Ávila, Teresa de",,"=""0385036434""","=""9780385036436""",0,4.17,Image,Paperback,235,1972,1588,,2024/12/29,to-read,to-read (#505),to-read,,,,0,0
55162140,"The Journey of Soul Initiation: A Field Guide for Visionaries, Evolutionaries, and Revolutionaries",Bill  Plotkin,"Plotkin, Bill",,"=""1608687015""","=""9781608687015""",0,4.40,New World Library,Paperback,520,2021,2021,,2024/12/16,to-read,to-read (#504),to-read,,,,0,0
54304287,The Founders: The Story of Paypal and the Entrepreneurs Who Shaped Silicon Valley,Jimmy Soni,"Soni, Jimmy",,"=""1501197266""","=""9781501197260""",0,4.23,Simon & Schuster,Hardcover,496,2022,2022,,2024/11/22,to-read,to-read (#503),to-read,,,,0,0
337517,Things Hidden Since the Foundation of the World,René Girard,"Girard, René","Stephen Bann, Michael Metteer","=""0804722153""","=""9780804722155""",0,4.25,Stanford University Press,Paperback,470,1987,1978,,2024/11/09,to-read,to-read (#502),to-read,,,,0,0
1122120,"Spacecruiser Inquiry (Diamond Body, #1)",A.H. Almaas,"Almaas, A.H.",,"=""1570628599""","=""9781570628597""",0,4.32,Shambhala,Paperback,480,2002,2002,,2024/10/18,to-read,to-read (#501),to-read,,,,0,0
547608,Beelzebub's Tales to His Grandson,G.I. Gurdjieff,"Gurdjieff, G.I.",,"=""1585424579""","=""9781585424573""",0,4.15,TarcherPerigee,Hardcover,1152,2006,1950,,2024/10/07,to-read,to-read (#500),to-read,,,,0,0
1390770,Character and Neurosis: An Integrative View,Claudio Naranjo,"Naranjo, Claudio",,"=""0895560666""","=""9780895560667""",0,4.23,"Gateways/IDHHB, Inc.",Paperback,305,1994,1990,,2024/10/05,to-read,to-read (#499),to-read,,,,0,0
43330899,A Liberated Mind: How to Pivot Toward What Matters,Steven C. Hayes,"Hayes, Steven C.",,"=""073521400X""","=""9780735214002""",0,4.26,Avery,Hardcover,448,2019,2019,,2024/09/21,to-read,to-read (#498),to-read,,,,0,0
113934,The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,"Goldratt, Eliyahu M.",Jeff Cox,"=""0884271781""","=""9780884271789""",0,4.07,North River Press,Paperback,384,2004,,,2024/09/15,to-read,to-read (#497),to-read,,,,0,0
10552338,Reamde,Neal Stephenson,"Stephenson, Neal",,"=""0061977969""","=""9780061977961""",0,3.99,William Morrow,Hardcover,1044,2011,2011,,2024/09/15,,,read,,,,1,0
8696,Last Chance to See,Douglas Adams,"Adams, Douglas",Mark Carwardine,"=""0345371984""","=""9780345371980""",0,4.32,Ballantine Books,Paperback,222,1992,1990,,2024/09/15,,,read,,,,1,0
569429,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",Douglas Adams,"Adams, Douglas",,"=""0345379330""","=""9780345379337""",0,3.96,Random House Worlds,Paperback,288,1993,1992,,2024/09/15,,,read,,,,1,0
6091075,"So Long, and Thanks for All the Fish (The Hitchhiker's Guide to the Galaxy, #4)",Douglas Adams,"Adams, Douglas",,"=""0307497909""","=""9780307497901""",0,4.08,Del Rey,Kindle Edition,225,2008,1984,,2024/09/15,,,read,,,,1,0
8694,"Life, the Universe and Everything (The Hitchhiker's Guide to the Galaxy, #3)",Douglas Adams,"Adams, Douglas",,"=""0345418905""","=""9780345418906""",0,4.16,Random House Worlds,Paperback,224,1997,1982,,2024/09/15,,,read,,,,1,0
5385951,Violence and Social Orders: A Conceptual Framework for Interpreting Recorded Human History,Douglass C. North,"North, Douglass C.","John Joseph Wallis, Barry R. Weingast","=""0521761735""","=""9780521761734""",0,4.06,Cambridge University Press,Hardcover,346,2009,2009,,2024/09/14,to-read,to-read (#496),to-read,,,,0,0
48582,The Spell of the Sensuous: Perception and Language in a More-Than-Human World,David Abram,"Abram, David",,"=""0679776397""","=""9780679776390""",0,4.17,Vintage,Paperback,368,1997,1996,,2024/09/07,to-read,to-read (#495),to-read,,,,0,0
372408,The Montessori Method,Maria Montessori,"Montessori, Maria",,"=""1596059435""","=""9781596059436""",0,4.03,Cosimo Classics,Paperback,440,2006,1909,,2024/08/17,to-read,to-read (#494),to-read,,,,0,0
27036528,Ego Is the Enemy,Ryan Holiday,"Holiday, Ryan",,"=""1591847818""","=""9781591847816""",0,4.13,Portfolio,Hardcover,226,2016,2016,,2024/08/16,to-read,to-read (#493),to-read,,,,0,0
6968772,The Master and His Emissary: The Divided Brain and the Making of the Western World,Iain McGilchrist,"McGilchrist, Iain",,"=""030014878X""","=""9780300148787""",0,4.35,Yale University Press,Hardcover,608,2009,2009,,2021/02/25,to-read,to-read (#492),to-read,,,,1,0
125531531,Making It in America: The Almost Impossible Quest to Manufacture in the U.S.A. (And How It Got That Way),Rachel Slade,"Slade, Rachel",,"=""0593316886""","=""9780593316887""",0,3.65,Pantheon,Hardcover,352,2024,2024,,2024/08/11,to-read,to-read (#491),to-read,,,,0,0
48484,"Blindsight (Firefall, #1)",Peter Watts,"Watts, Peter",,"=""0765312182""","=""9780765312181""",4,4.01,Tor Books,Hardcover,384,2006,2006,2017/06/12,2016/06/15,,,read,"This is a shining example of hard sci-fi. My overall criticism of the genre is always that the science is not really science, but this book gets super close to having believeable science. It is chock full of amazing sciency-stuff, which is why it is so cool. It's ideas of consciousness are fairly groundbreaking, and the end section really gets to my nerd sensitivities. However, this book falls apart with its writing clarity completely, as many key examples of the science Watts must have worked so hard to think up are just very difficult to decipher. I also don't like the full nerd boner that Watt's has for himself. He could back off the pretentiousness slightly. <br/><br/>Despite giving this book a 4, of course it is still one of my favorite books just for its amazingly originial take on consciousness and what unconscious beings would be like. ",,,1,0
57044476,Mutualism: Building the Next Economy from the Ground Up,Sara Horowitz,"Horowitz, Sara",,"=""0593133536""","=""9780593133538""",0,3.52,Random House,Kindle Edition,249,2021,,,2022/02/14,to-read,to-read (#290),to-read,,,,0,0
22571589,The Two-State Delusion: Israel and Palestine--A Tale of Two Narratives,Padraig O'Malley,"O'Malley, Padraig",,"=""0670025054""","=""9780670025053""",0,3.89,Viking,Hardcover,512,2015,2015,,2024/08/06,to-read,to-read (#490),to-read,,,,0,0
42921509,The Book of Disappearance,Ibtisam Azem,"Azem, Ibtisam",Sinan Antoon,"=""0815611110""","=""9780815611110""",0,4.12,Syracuse University Press,Paperback,242,2019,2014,,2024/08/06,to-read,to-read (#489),to-read,,,,0,0
