Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
200884,Stiffed: The Betrayal of the American Man,Susan Faludi,"Faludi, Susan",,"=""0380720450""","=""9780380720453""",0,3.93,William Morrow Paperbacks,Paperback,672,2000,1999,,2023/05/20,to-read,to-read (#401),to-read,,,,0,0
34237826,Grant,Ron Chernow,"Chernow, Ron",,"=""159420487X""","=""9781594204876""",0,4.50,Penguin Press ,Hardcover,1074,2017,2017,,2023/05/20,to-read,to-read (#400),to-read,,,,0,0
1153633,The Mind of Napoleon: A Selection of His Written and Spoken Words,Napoléon Bonaparte,"Bonaparte, Napoléon",,"=""0231085230""","=""9780231085236""",0,4.18,Columbia Univ Pr,Paperback,322,1955,1955,,2023/05/20,to-read,to-read (#399),to-read,,,,0,0
340819,Blood Music,Greg Bear,"Bear, Greg",,"=""1596871067""","=""9781596871069""",5,3.84,Ibooks,Paperback,344,2002,1985,,2023/03/27,ai,ai (#39),read,,,,1,0
98233,Founders at Work: Stories of Startups' Early Days,Jessica Livingston,"Livingston, Jessica",,"=""1590597141""","=""9781590597149""",3,4.03,Apress,Hardcover,456,2007,2001,2023/05/16,2020/12/12,,,read,"Not a great book right before reading Wendell berry. The founders come off a bit misguided, searching for self enrichment without any regard for creating value. <br/><br/>Even for taking it as it is, Jessica’s questions are softball as hell, not probing very deep into the counter narratives I might find more interesting ",,,1,0
44791083,Return to the Little Kingdom: How Apple and Steve Jobs Changed the World,Michael Moritz,"Moritz, Michael",,"=""""","=""""",0,3.99,ABRAMS Press,Kindle Edition,423,2009,2009,,2023/05/15,to-read,to-read (#398),to-read,,,,0,0
25499718,"Children of Time (Children of Time, #1)",Adrian Tchaikovsky,"Tchaikovsky, Adrian",,"=""1447273281""","=""9781447273288""",4,4.30,PanMacmillan,Hardcover,608,2015,2015,,2017/07/23,,,read,"This is really close to a 5 * book. <br/><br/>Children of time is an expansive tale of two races, the remnants of humanity after the collapse, and some genome edited spiders with an AI god. <br/><br/>The spiders have been edited to learn faster up to a human level of intellect, and also to have more empathy for eachother. <br/><br/>Tchaikovsky paints humanity as a race of utilitarian, single minded, unempathetic creatures. He kind of slaps the reader over the head with this theme, that humanity needs to be more like his race of alien spiders which still quarrels and kills eachother, but at the end of the day would rather help another species than kill it off. <br/><br/>The minus 1 star, is for a slightly over the top caricaturization of humanities flaws, and I'm not exactly sure he even gets them right. <br/><br/>Tchaikovsky says our biggest flaws, the ones that will doom us, are unempathetic utilitarianism. However, if anything has proven out over time, it's that what will doom us are coordination problems. Maybe some higher amount of empathy for others than humanity posesses solves coordination problems. In the book, the humans decide to attempt to kill off all the spiders because of the ""prisoners dilemma"" which only holds under conditions that the prisoners cannot talk to eachother, and Adrian is then all like, ""but the spiders actually believe that the coordination is the way out of the prisoners dilemma lmao"". Which, like yes but also humans would agree on that. <br/><br/>The strong points of the book were readability, amazing worldbuilding for the spiders, great AI fusion character, like way better than average. Adrian is always ready to punish a character, which I fuckin love, two characters that are punished like, harder than most other stuff besides Hyperion, are punished because they attempt to upload their consciousnesses. Which like, yass Adrian fuckin teach em. <br/><br/>Anyways, back to the spiders. The parts of the book with the spiders were the better bits. They holy moly, they train ants to act as computers, and then embed an alien consciousness in the ant computer. <br/><br/>The stuff these spiders do with ants is unreal. Adrian had so much fun, and you will too, reading about what the spiders do with these ants. <br/><br/>Anyways, I would likely continue reading this series at some other time, but until then I've got other scifi to read. <br/><br/>Besides being an absolute romp, the lesson I'm taking away from the book is I gotta do more empathy thing. This is compounded by co-reading with ""The master and his emissary"" which talks about humans losing intuition, and a review of Caro's biography on Johnson, which talks about how his empathy was necessary for his power. I'm sure I'm taking the right lesssons here. Power is a very left brained thing anyways. I swewar I'm not trying to gain power, just trying to help us not all get killed. Pwomise. ",,,1,0
18050143,"Zero to One: Notes on Startups, or How to Build the Future",Peter Thiel,"Thiel, Peter",Blake  Masters,"=""0804139296""","=""9780804139298""",4,4.15,Crown Currency,Hardcover,195,2014,2014,,2023/05/07,,,read,"Loved it, read it as audio on boat trip. Thiel isn’t so solid on his gross cultural analysis, but paints a simple believable picture on what it takes to get ahead in this world, and it feels achievable on scales more than just the PayPal or the Facebook. He also extends his advice for creating startups to what it should look like to invest or to try to become employed in a successful vc backed hyper growth startup. Another bit I liked was treating yourself and everybody else as salespeople. A lot of this advice is probably diffused somewhat into the lexicon since this book came out, but I hadn’t had it presented to me directly. Also, the book is short, so that’s a plus, no wasted time, and it also gives insight into the mysterious thiel’s psyche, which I definitely was curious about coming into reading this. <br/><br/>",,,1,0
25663961,How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease,Michael Greger,"Greger, Michael",Gene  Stone,"=""1250066115""","=""9781250066114""",0,4.42,Flatiron Books,Hardcover,576,2015,2015,,2021/11/06,"to-read, skimmed","to-read (#275), skimmed (#4)",to-read,,,,0,0
32191706,The Color of Law: A Forgotten History of How Our Government Segregated America,Richard Rothstein,"Rothstein, Richard",,"=""1631492853""","=""9781631492853""",0,4.44,Liveright,Hardcover,368,2017,2017,,2020/12/12,stopped-reading,stopped-reading (#33),stopped-reading,,,,0,0
57028269,Conversations on Love,Natasha Lunn,"Lunn, Natasha",,"=""0241448735""","=""9780241448731""",0,4.21,Viking,Hardcover,320,2021,2021,,2023/05/05,to-read,to-read (#397),to-read,,,,0,0
17863,Accelerando,Charles Stross,"Stross, Charles",,"=""0441014151""","=""9780441014156""",4,3.87,Ace,Mass Market Paperback,415,2006,2005,2023/05/04,2022/12/14,ai,ai (#3),read,"Lord only knows this man is a bit light on his characterization, but he really hit the nail on the head with the future he paints. The book follows three generations of a family through the singularity (and their AI cat), and writes of the heroic actions they try to take to steer the future in a sane direction. <br/><br/>I thought that the first and third chapters were the strongest speculation. The first chapter explores what life would be like if we start offloading chunks of our psyche onto computers, such as processing, memory retrieval, etc. <br/><br/>The second part follows a lil space ship of digital people who were cloned from real people, on their way to make first contact with some alien ""router"". This part introduces the idea of cloning bits of yourself to do temporary processing which is neat. <br/><br/>The third part explores these AIs who have gone completely alien and incomprehensible, and our turning the planets into computers. Humanity is managing to continue to eek out an existence on balloons floating in saturns atmosphere, and they're trying to figure out where they can go so that they won't get turned into computers themselves. (computer computer). In this bit, people regularly are uploaded, downloaded, people make clones of themselves, the protagonist from the first part becomes a flock of pigeons (hell yes) etc. <br/><br/>If I'm reading scifi, I like it to be hard, otherwise, I'll just read actual literature. This certainly satisfies my desire to read an exploration of what happens if we really lean into the whole AI stuff. <br/><br/>Now that LLMs are a thing, we'll start to get to a place where at least the first bit of stuff in part 1 is possible. I definitely predict that in the next year or two, people will start offloading significant processing and memories into computers. I could see Stross's reading of the future actually coming true further than this in broad strokes, with humans living next to completely alien AIs, and digital people. To me, this could be considered dystopian. It's fun to read about, but I'd rather live in a normal ish seeming world than the scifi future painted in this book. <br/><br/>",,,1,0
25353286,Provenance (Imperial Radch),Ann Leckie,"Leckie, Ann",,"=""""","=""""",3,3.84,Orbit,ebook,481,2017,2017,,2023/05/04,,,read,"Recommended for me by Petrichor :) <br/><br/>First book I read on my time on the boat. Read it all before we left panama. <br/><br/>First of all, the positives. The plot was tight. Each part of the work flowed well from the last, and it felt like the protagonist (named Ingray) was pulled along for the ride, choosing the heroic action every time. <br/><br/>The worldbuilding was developed. The different civilizations and aliens felt like we were learning about a small part of a larger story, only being informed of the important details. <br/><br/>The best part: the protagonist, Ingray, was written in a special way. Ingray was painted as a very emotions driven *woman* with a lot of heart, who cared deeply for her friends and had a deep sense of right and wrong. Funnily enough, the woman who recommended the book to me is a doppelganger of the protagonist. Ingray managed herself in a distinct way, where she would know that if she wasn't in full control of e.g. her breathing, she would break down and cry. This characterization was repeated a bit ad nauseum for me, but I firstly was impressed with the fact that this is actually how some people (women) feel emotions, and secondly that this might be hugely resonating for a woman that is in fact this sort of person.  I loved it because the attributes of this character deeply determined her responses and actions in the situations that Leckie placed her in; the novel could even be thought of as a study on this sort of personality. <br/><br/>ANYWAYS the bad. <br/><br/>Serbat this, serbat that, how many times can. you mention how amazing a fictional beverage tastes before leaning on other apercus? Grating. <br/><br/>The climax of the novel was this tiny little contrived situation, where there were two attackers from another civilization who Ingray sort of just, hung out with for a while and tried to outmaneuver. Given the whole book involved Ingray meeting with aliens nobody has ever seen before, and starts with her resuscitating a man from the dead, the climax was such a littler event in the grand scheme  of things than might be expected from a climax. I in fact don't necessarily fault Leckie for not introducing a more explosive climax, but I do fault her with the kind of drawn out, milquetoastness of it. <br/><br/>The aliens weren't *that* alien. I like my aliens to be alien. <br/><br/>Lastly, Ingray's brother named Danach, of course I identified with a bit. He existed to be the books real enemy and foil for Ingray, a conniving lil guy who exists to be bested and belittled, but being a lil guy myself and seeing how the entire book set him up to take the fall, I couldn't help but feel for him, even though in the denouement, Leckie has Ingray do the pretty much only cold-hearted act of the whole book, where Ingray heroically just like, kind of doesn't have time for him. Which is fine, but I felt for Danach for sure. <br/><br/>Anyways, generally I thought the book was a bit thin and straightforward, besides the unique characterization of Ingray, which was very interesting. However, knowing people like Ingray gets you all the benefits of reading a book about them fortunately for me. ",,,1,0
40000508,Beyond Global Warming: How Numerical Models Revealed the Secrets of Climate Change,Syukuro Manabe,"Manabe, Syukuro",Anthony J. Broccoli,"=""0691183716""","=""9780691183718""",4,3.70,Princeton University Press,Paperback,216,2020,,,2023/04/24,,,read,"It was a good reference for a blog post I'm writing, but I realized that I need to understand basic atmospheric science before really diving into this guy. Definitely I don't recommend until you have a good grasp on things like longwave radiation and RCE, because the book kind of sort of expects you to understand this level of phenomena already. ",,,1,0
458553,Atmospheric Science: An Introductory Survey,John M.  Wallace,"Wallace, John M.",Peter V. Hobbs,"=""012732951X""","=""9780127329512""",0,4.23,Academic Press,Hardcover,504,2006,1977,,2023/04/22,to-read,to-read (#395),to-read,,,,0,0
931984,The Presentation of Self in Everyday Life,Erving Goffman,"Goffman, Erving",,"=""0385094027""","=""9780385094023""",0,4.05,Anchor Books,Paperback,259,1959,1959,,2023/04/22,"to-read, to-read-on-boat","to-read (#394), to-read-on-boat (#1)",to-read,,,,0,0
525304,Star Maker,Olaf Stapledon,"Stapledon, Olaf",,"=""""","=""""",4,3.91,Millennium Paperbacks,Paperback,272,1999,1937,,2020/12/06,,,read,,,,1,0
50998056,The Ministry for the Future,Kim Stanley Robinson,"Robinson, Kim Stanley",,"=""0316300136""","=""9780316300131""",3,3.86,Orbit,Hardcover,563,2020,2020,,2021/04/13,,,read,,,,1,0
59808603,The Mountain in the Sea,Ray Nayler,"Nayler, Ray",,"=""0374605955""","=""9780374605957""",0,3.89,MCD,Hardcover,456,2022,2022,,2023/04/07,"to-read, ai","to-read (#393), ai (#44)",to-read,,,,0,0
939176,When H.A.R.L.I.E. Was One: Release 2.0,David Gerrold,"Gerrold, David",,"=""0553264656""","=""9780553264654""",0,3.89,Bantam,Mass Market Paperback,287,1988,1972,,2023/04/07,"to-read, ai","to-read (#392), ai (#43)",to-read,,,,0,0
54503521,A Thousand Brains: A New Theory of Intelligence,Jeff Hawkins,"Hawkins, Jeff",Richard Dawkins,"=""1541675819""","=""9781541675810""",0,4.06,Basic Books,Hardcover,288,2021,2021,,2023/03/28,"to-read, ai","to-read (#391), ai (#41)",to-read,,,,0,0
20518872,"The Three-Body Problem (Remembrance of Earth’s Past, #1)",Liu Cixin,"Cixin, Liu",Ken Liu,"=""""","=""""",0,4.08,Tor Books,Hardcover,472,2014,2006,,2023/03/27,"to-read, ai","to-read (#390), ai (#40)",to-read,,,,0,0
19351,The Epic of Gilgamesh,Anonymous,"Anonymous, Anonymous","N.K. Sandars, John Maier, Herbert Mason, John H. Marks, Morris Jastrow Jr.","=""0141026286""","=""9780141026282""",0,3.75,Penguin Books Limited,Paperback,72,2006,-2000,,2023/03/27,"to-read, ai","to-read (#389), ai (#38)",to-read,,,,0,0
50485582,The Precipice,Toby  Ord,"Ord, Toby",,"=""1526600218""","=""9781526600219""",0,3.95,Bloomsbury Publishing,Hardcover,480,2020,2020,,2023/03/24,to-read,to-read (#388),to-read,,,,0,0
63198504,Valuable Humans in Transit and Other Stories,qntm,"qntm, qntm",Sam  Hughes,"=""""","=""""",0,4.28,,Kindle Edition,101,2022,2022,,2023/03/24,"to-read, ai","to-read (#387), ai (#37)",to-read,,,,0,0
15802693,Who Owns the Future?,Jaron Lanier,"Lanier, Jaron",,"=""""","=""9781451654967""",0,3.77,Simon & Schuster,Hardcover,367,2013,2013,,2023/03/23,"to-read, ai","to-read (#385), ai (#35)",to-read,,,,0,0
24331386,The View from the Cheap Seats: Selected Nonfiction,Neil Gaiman,"Gaiman, Neil",,"=""0062262262""","=""9780062262264""",0,3.96,William Morrow,Hardcover,522,2016,2016,,2023/03/20,to-read,to-read (#384),to-read,,,,0,0
10569,On Writing: A Memoir of the Craft,Stephen        King,"King, Stephen",,"=""0743455967""","=""9780743455961""",0,4.34,Pocket Books,Mass Market Paperback,320,2002,2000,,2023/03/19,"to-read, ai","to-read (#383), ai (#34)",to-read,,,,0,0
22928874,Rise of the Robots: Technology and the Threat of a Jobless Future,Martin Ford,"Ford, Martin",,"=""0465059996""","=""9780465059997""",0,3.96,Basic Books,Hardcover,352,2015,2015,,2023/03/19,"to-read, ai","to-read (#382), ai (#33)",to-read,,,,0,0
83518,The Singularity is Near: When Humans Transcend Biology,Ray Kurzweil,"Kurzweil, Ray",,"=""0143037889""","=""9780143037880""",0,3.93,Penguin ,Paperback,652,2006,2005,,2023/03/19,"to-read, ai","to-read (#381), ai (#32)",to-read,,,,0,0
40792344,Mere Christianity,C.S. Lewis,"Lewis, C.S.",,"=""""","=""""",0,4.37,,Kindle Edition,98,2018,1952,,2023/03/18,to-read,to-read (#380),to-read,,,,0,0
34272565,Life 3.0: Being Human in the Age of Artificial Intelligence,Max Tegmark,"Tegmark, Max",Rob Shapiro,"=""0451485076""","=""9780451485076""",0,4.00,Random House Audio,Audio CD,384,2035,2017,,2023/03/17,to-read,to-read (#379),to-read,,,,0,0
293103,The Philosophy of Horror,Noël Carroll,"Carroll, Noël",,"=""0415902169""","=""9780415902168""",0,3.75,Routledge,Paperback,272,1990,1990,,2023/03/17,"to-read, ai","to-read (#378), ai (#30)",to-read,,,,0,0
102439,Rainbows End,Vernor Vinge,"Vinge, Vernor",,"=""0812536363""","=""9780812536362""",0,3.77,Tor Science Fiction,Mass Market Paperback,381,2007,2006,,2023/03/14,"to-read, ai","to-read (#377), ai (#29)",to-read,,,,0,0
20527133,"Superintelligence: Paths, Dangers, Strategies",Nick Bostrom,"Bostrom, Nick",,"=""0199678111""","=""9780199678112""",5,3.85,Oxford University Press,Hardcover,352,2014,2014,,2016/12/12,"stopped-reading, ai","stopped-reading (#12), ai (#27)",stopped-reading,,,,0,0
57423834,What Makes Us Smart: The Computational Logic of Human Cognition,Samuel Gershman,"Gershman, Samuel",,"=""0691205701""","=""9780691205700""",0,4.18,Princeton University Press,Hardcover,224,2021,,,2023/03/10,"to-read, ai","to-read (#376), ai (#26)",to-read,,,,0,0
299215,The Road to Serfdom,Friedrich A. Hayek,"Hayek, Friedrich A.",Milton Friedman,"=""0226320618""","=""9780226320618""",0,4.15,University of Chicago Press,Paperback,274,1994,1944,,2023/03/08,"to-read, ai","to-read (#375), ai (#25)",to-read,,,,0,0
58735007,How to Tell a Story: The Essential Guide to Memorable Storytelling from The Moth,Meg Bowles,"Bowles, Meg","Catherine Burns, Jenifer Hixson, Sarah Austin Jenness, Kate Tellers, Padma Lakshmi, Chenjerai Kumanyika","=""0593139003""","=""9780593139004""",0,3.85,Crown,Hardcover,336,2022,2022,,2023/03/04,to-read,to-read (#374),to-read,,,,0,0
7886338,The Lifecycle of Software Objects,Ted Chiang,"Chiang, Ted",,"=""1596063173""","=""9781596063174""",0,3.91,Subterranean Pr,Hardcover,150,2010,2010,,2019/09/03,"to-read, ai","to-read (#124), ai (#22)",to-read,,,,0,0
50489349,The Alignment Problem: Machine Learning and Human Values,Brian  Christian,"Christian, Brian",,"=""0393635821""","=""9780393635829""",0,4.34,W. W. Norton & Company,Hardcover,496,2020,2020,,2023/03/04,"to-read, ai","to-read (#373), ai (#21)",to-read,,,,0,0
56377201,AI 2041: Ten Visions for Our Future,Kai-Fu Lee,"Lee, Kai-Fu",Chen Qiufan,"=""059323829X""","=""9780593238295""",0,3.84,Crown Currency,Hardcover,480,2021,2021,,2023/03/04,"to-read, ai","to-read (#372), ai (#20)",to-read,,,,0,0
28589297,Unsong,Scott   Alexander,"Alexander, Scott",,"=""""","=""""",0,4.42,,ebook,795,2017,2017,,2019/08/09,stopped-reading,stopped-reading (#32),stopped-reading,,,,0,0
11493988,The Architecture of Open Source Applications,Amy  Brown,"Brown, Amy",Greg Wilson,"=""1257638017""","=""9781257638017""",0,3.66,Lulu,Paperback,432,2011,2011,,2019/06/26,skimmed,skimmed (#2),read,,,,1,0
25531393,Patterns Principles and Practices of Domain Driven Design,Scott Millett,"Millett, Scott",Nick Tune,"=""""","=""""",0,4.37,Wrox,Paperback,736,2015,2014,,2019/06/13,"to-read, skimmed","to-read (#105), skimmed (#1)",to-read,,,,0,0
26495510,The Leprechauns of Software Engineering,Laurent Bossavit,"Bossavit, Laurent",,"=""2954745509""","=""9782954745503""",0,3.79,Laurent Bossavit,Paperback,195,2013,2012,,2019/06/11,,,read,,,,1,0
357636,Civilization and Its Discontents,Sigmund Freud,"Freud, Sigmund","Peter Gay, James Strachey","=""0393301583""","=""9780393301588""",0,3.79,W. W. Norton  Company,Paperback,127,1989,1930,,2019/05/22,stopped-reading,stopped-reading (#31),stopped-reading,,,,0,0
1020951,The Birth of the Modern: World Society 1815-1830,Paul  Johnson,"Johnson, Paul",,"=""0060922826""","=""9780060922825""",0,4.16,Harper Perennial,Paperback,1095,1992,1991,,2017/05/08,stopped-reading,stopped-reading (#30),stopped-reading,,,,0,0
905,The Inner Game of Tennis: The Classic Guide to the Mental Side of Peak Performance,W. Timothy Gallwey,"Gallwey, W. Timothy","Pete Carroll, Zach Kleiman","=""0679778314""","=""9780679778318""",0,4.19,Random House Trade Paperbacks,Paperback,134,1997,1974,,2016/12/07,on-bookshelf,on-bookshelf (#1),read,,,,1,0
986428,Computer Power and Human Reason: From Judgment to Calculation,Joseph Weizenbaum,"Weizenbaum, Joseph",,"=""0716704633""","=""9780716704638""",0,4.31,W H Freeman & Co,Paperback,300,1976,1976,,2020/09/19,"to-read, new-media, ai","to-read (#187), new-media (#1), ai (#12)",to-read,,,,0,0
28678856,"Crystal Society (Crystal Trilogy, #1)",Max Harms,"Harms, Max",,"=""""","=""""",0,4.10,,Kindle Edition,559,2016,2017,,2023/03/01,"to-read, ai","to-read (#371), ai (#11)",to-read,,,,0,0
64341,The Metamorphosis of Prime Intellect,Roger Williams,"Williams, Roger",,"=""1411602196""","=""9781411602199""",0,4.07,Lulu.com,Paperback,175,2003,2006,,2023/03/01,"to-read, ai","to-read (#370), ai (#9)",to-read,,,,0,0
25131230,Rationality: From AI to Zombies,Eliezer Yudkowsky,"Yudkowsky, Eliezer",,"=""1939311152""","=""9781939311153""",0,4.32,Machine Intelligence Research Institute,Kindle Edition,1813,2015,2015,,2023/03/01,"to-read, ai","to-read (#369), ai (#8)",to-read,,,,0,0
54870256,There Is No Antimemetics Division,qntm,"qntm, qntm",Sam  Hughes,"=""""","=""""",0,4.21,,Kindle Edition,220,2020,2020,,2023/03/01,"to-read, ai","to-read (#368), ai (#7)",to-read,,,,0,0
77565,"The Fall of Hyperion (Hyperion Cantos, #2)",Dan Simmons,"Simmons, Dan",,"=""0553288202""","=""9780553288209""",0,4.24,Spectra,Mass Market Paperback,517,1995,1990,,2023/03/01,"to-read, ai","to-read (#367), ai (#6)",to-read,,,,0,0
43565360,Artificial Intelligence: A Guide for Thinking Humans,Melanie  Mitchell,"Mitchell, Melanie",,"=""0374257833""","=""9780374257835""",0,4.34,"Farrar, Straus and Giroux",Hardcover,336,2019,2019,,2023/03/01,"to-read, ai","to-read (#366), ai (#5)",to-read,,,,0,0
25670869,Why Greatness Cannot Be Planned: The Myth of the Objective,Kenneth O. Stanley,"Stanley, Kenneth O.",Joel Lehman,"=""3319155245""","=""9783319155241""",0,3.99,Springer,Kindle Edition,154,2015,2015,,2022/02/25,"to-read, ai","to-read (#295), ai (#42)",to-read,,,,0,0
16566,Selected Non-Fictions,Jorge Luis Borges,"Borges, Jorge Luis","Suzanne Jill Levine, Esther Allen, Eliot Weinberger","=""0140290117""","=""9780140290110""",0,4.44,Penguin Classics,Paperback,560,2000,1999,,2023/03/01,"to-read, ai","to-read (#365), ai (#4)",to-read,,,,0,0
32109569,"We Are Legion (We Are Bob) (Bobiverse, #1)",Dennis E. Taylor,"Taylor, Dennis E.",,"=""""","=""""",0,4.27,Worldbuilders Press,Kindle Edition,383,2016,2016,,2023/03/01,"to-read, ai","to-read (#364), ai (#1)",to-read,,,,0,0
35128447,"Infinite (Infinite, #1)",Jeremy Robinson,"Robinson, Jeremy",,"=""""","=""""",0,3.97,Breakneck Media,Kindle Edition,400,2017,2017,,2023/03/01,to-read,to-read (#363),to-read,,,,0,0
53453640,"The Unicorn's Shadow: Combating the Dangerous Myths that Hold Back Startups, Founders, and Investors",Ethan Mollick,"Mollick, Ethan",,"=""1613630972""","=""9781613630976""",0,4.05,Wharton School Press,Kindle Edition,89,2020,,,2023/02/28,to-read,to-read (#362),to-read,,,,0,0
33852053,Gnomon,Nick Harkaway,"Harkaway, Nick",,"=""""","=""""",0,3.84,William Heinemann,Hardcover,688,2017,2017,,2022/10/30,stopped-reading,stopped-reading (#29),stopped-reading,,,,0,0
4703044,"An Introduction to Atmospheric Radiation (International Geophysics, Volume 84)",K.N. Liou,"Liou, K.N.",,"=""0124514510""","=""9780124514515""",0,3.71,Academic Press,Hardcover,608,2002,1980,,2023/01/23,to-read,to-read (#361),to-read,,,,0,0
1820894,"Chemistry of the Upper and Lower Atmosphere: Theory, Experiments, and Applications",Barbara J. Finlayson-Pitts,"Finlayson-Pitts, Barbara J.",James N. Pitts  Jr.,"=""012257060X""","=""9780122570605""",0,3.88,Academic Press,Hardcover,1,1999,1999,,2023/01/23,to-read,to-read (#360),to-read,,,,0,0
499189,Atmospheric Chemistry and Physics: From Air Pollution to Climate Change,John H. Seinfeld,"Seinfeld, John H.",Spyros N. Pandis,"=""0471720186""","=""9780471720188""",0,4.24,Wiley-Interscience,Paperback,1232,2006,1997,,2023/01/23,to-read,to-read (#359),to-read,,,,0,0
60010,Atmospheric and Oceanic Fluid Dynamics: Fundamentals and Large-scale Circulation,Geoffrey K. Vallis,"Vallis, Geoffrey K.",,"=""0521849691""","=""9780521849692""",0,4.10,Cambridge University Press,Hardcover,745,2006,2006,,2023/01/23,to-read,to-read (#358),to-read,,,,0,0
1788725,Global Physical Climatology (International Geophysics),Dennis L. Hartmann,"Hartmann, Dennis L.",,"=""0123285305""","=""9780123285300""",0,4.38,Academic Press,Hardcover,424,1994,1994,,2023/01/23,to-read,to-read (#357),to-read,,,,0,0
31316508,Herschel and the Hanukkah Goblins,Eric A. Kimmel,"Kimmel, Eric A.",Trina Schart Hyman,"=""0823428346""","=""9780823428342""",0,4.32,Holiday House,Hardcover,33,2014,1989,,2022/12/21,to-read,to-read (#356),to-read,,,,0,0
54355847,Conflict = Energy: The Transformative Practice of Authentic Relating,Jason Digges,"Digges, Jason",,"=""""","=""""",0,4.40,ART International,Kindle Edition,244,2020,,,2022/12/21,to-read,to-read (#355),to-read,,,,0,0
25942786,The Mind Illuminated: A Complete Meditation Guide Integrating Buddhist Wisdom and Brain Science,Culadasa (John Charles Yates),"Yates), Culadasa (John Charles","John Charles Yates, Matthew Immergut, Jeremy Graves","=""0990847705""","=""9780990847700""",0,4.26,Dharma Treasure Press,Paperback,504,2015,2015,,2022/12/21,to-read,to-read (#354),to-read,,,,0,0
61153739,Outlive: The Science & Art of Longevity,Peter Attia,"Attia, Peter",Bill Gifford,"=""0593236599""","=""9780593236598""",0,4.33,Harmony,Hardcover,496,2023,2023,,2022/12/10,to-read,to-read (#353),to-read,,,,0,0
51893,Thus Spoke Zarathustra,Friedrich Nietzsche,"Nietzsche, Friedrich","Walter Kaufmann, Silvia Cecchini, Domenico Ciampoli","=""""","=""""",0,4.07,Penguin Books,Paperback,327,1978,1883,,2022/12/09,to-read,to-read (#352),to-read,,,,0,0
58782897,The End of the World Is Just the Beginning: Mapping the Collapse of Globalization,Peter Zeihan,"Zeihan, Peter",,"=""006323047X""","=""9780063230477""",0,4.16,Harper Business,Hardcover,512,2022,2022,,2022/12/09,to-read,to-read (#351),to-read,,,,0,0
43566085,The Light that Failed: A Reckoning,Ivan Krastev,"Krastev, Ivan",Stephen Holmes,"=""0241345707""","=""9780241345702""",0,4.15,Allen Lane,Hardcover,256,2019,2019,,2022/12/04,to-read,to-read (#350),to-read,,,,0,0
60613920,"Of Boys and Men: Why the Modern Male Is Struggling, Why It Matters, and What to Do About It",Richard V. Reeves,"Reeves, Richard V.",,"=""1800750544""","=""9781800750548""",0,4.02,Swift Press,Hardcover,298,2022,2022,,2022/12/04,to-read,to-read (#349),to-read,,,,0,0
80571,American Prometheus: The Triumph and Tragedy of J. Robert Oppenheimer,Kai Bird,"Bird, Kai",Martin J. Sherwin,"=""""","=""""",0,4.31,Vintage Books,Paperback,721,2007,2005,,2022/12/01,to-read,to-read (#348),to-read,,,,0,0
1111,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,"Caro, Robert A.",,"=""0394720245""","=""9780394720241""",0,4.52,Vintage Books,Paperback,1246,1975,1974,,2022/12/01,to-read,to-read (#347),to-read,,,,0,0
8539049,Diary of a Very Bad Year: Confessions of an Anonymous Hedge Fund Manager,Keith Gessen,"Gessen, Keith",Anonymous Hedge Fund Manager,"=""0061992402""","=""9780061992407""",0,4.02,HarperCollins e-books,ebook,272,2010,2010,,2022/11/06,to-read,to-read (#346),to-read,,,,0,0
38117105,"The Monster Baru Cormorant (The Masquerade, #2)",Seth Dickinson,"Dickinson, Seth",,"=""1466875135""","=""9781466875135""",0,3.89,Tor Books,Kindle Edition,464,2018,2018,,2022/10/31,to-read,to-read (#345),to-read,,,,0,0
9470205,"The Touchstone of Life: Molecular Information, Cell Communication, and the Foundations of Life",Werner R. Loewenstein,"Loewenstein, Werner R.",,"=""0198027923""","=""9780198027928""",5,4.00,Oxford University Press,Kindle Edition,388,1999,1998,,2021/06/24,,,read,,,,1,0
25241895,Right Concentration: A Practical Guide to the Jhanas,Leigh Brasington,"Brasington, Leigh",,"=""1611802695""","=""9781611802696""",4,4.37,Shambhala,Paperback,237,2015,2015,,2021/08/27,to-read,to-read (#266),to-read,,,,0,0
33413556,The Gone World,Tom Sweterlitsch,"Sweterlitsch, Tom",,"=""0399167501""","=""9780399167508""",0,3.92,G.P. Putnam's Sons,Hardcover,400,2018,2018,,2022/10/30,to-read,to-read (#344),to-read,,,,0,0
61903,"Shards of Honour  (Vorkosigan Saga, #1)",Lois McMaster Bujold,"Bujold, Lois McMaster",,"=""0743468422""","=""9780743468428""",0,4.07,Earthlight,Paperback,253,2003,1986,,2022/10/30,to-read,to-read (#343),to-read,,,,0,0
9265453,Embassytown,China Miéville,"Miéville, China",,"=""0345524497""","=""9780345524492""",0,3.90,Del Rey,Hardcover,345,2011,2011,,2022/10/30,to-read,to-read (#342),to-read,,,,0,0
